,Unnamed: 0,name,year,home,played against,week,team  score,opp score,month,team,5wkavyds,5wkavatt,5wkavrutd,5wkavnrec,5wkavrecyds,5wkavrectd,5wkavyds^2,5wkavatt^2,5wkavrutd^2,5wkavnrec^2,5wkavrecyds^2,5wkavrectd^2,Total points,Total points predicted,Squared Error,3 Cluster Run,4 Cluster Run,5 Cluster Run
3428,3428,J.Todman,2014,0,23,1,17,34,9,JAC,32.6,9.0,0.0,1.6,18.8,0.2,1062.76,81.0,0.0,2.56,353.44,0.04,1.1,4.79205,13.6312332025,0.0,3.0,4.0
3429,3429,J.Todman,2014,0,24,2,10,41,9,JAC,27.6,8.6,0.0,1.6,17.4,0.2,761.76,73.96,0.0,2.56,302.76,0.04,0.0,4.47314,20.0089814596,0.0,3.0,4.0
3430,3430,J.Todman,2014,1,10,3,17,44,9,JAC,24.8,7.2,0.0,1.4,13.2,0.0,615.04,51.84,0.0,1.96,174.24,0.0,1.0,4.24322,10.5184759684,0.0,3.0,4.0
3431,3431,J.Todman,2014,0,28,4,14,33,9,JAC,5.0,2.4,0.0,0.6,4.4,0.0,25.0,5.76,0.0,0.36,19.36,0.0,2.4,2.65581,0.0654387561,0.0,3.0,4.0
3432,3432,J.Todman,2014,1,4,5,9,17,10,JAC,4.6,1.4,0.0,0.8,7.4,0.0,21.16,1.96,0.0,0.64,54.76,0.0,2.3,1.81994,0.2304576036,0.0,3.0,4.0
3433,3433,J.Todman,2014,0,12,6,14,16,10,JAC,4.0,1.0,0.0,1.0,9.6,0.0,16.0,1.0,0.0,1.0,92.16,0.0,0.1,2.05693,3.8295750249,0.0,3.0,4.0
3434,3434,J.Todman,2014,1,3,7,24,6,10,JAC,3.0,1.0,0.0,1.0,8.6,0.0,9.0,1.0,0.0,1.0,73.96,0.0,2.6,3.50767,0.8238648289,0.0,3.0,4.0
3435,3435,J.Todman,2014,1,18,8,13,27,10,JAC,3.0,1.0,0.0,1.2,13.8,0.0,9.0,1.0,0.0,1.44,190.44,0.0,1.0,2.93779,3.7550300841,0.0,3.0,4.0
3436,3436,J.Todman,2014,0,2,9,23,33,11,JAC,3.0,1.2,0.0,1.6,13.8,0.0,9.0,1.44,0.0,2.56,190.44,0.0,1.0,5.30068,18.4958484624,0.0,3.0,4.0
3437,3437,J.Todman,2014,1,21,10,17,31,11,JAC,4.0,1.2,0.0,1.4,10.0,0.0,16.0,1.44,0.0,1.96,100.0,0.0,3.3,2.65521,0.4157541441,0.0,3.0,4.0
3438,3438,J.Todman,2014,0,10,12,3,23,11,JAC,5.2,1.6,0.0,1.6,10.8,0.0,27.04,2.56,0.0,2.56,116.64,0.0,1.4,2.70403,1.7004942409,0.0,3.0,4.0
3439,3439,J.Todman,2014,1,22,13,25,24,11,JAC,5.0,1.0,0.0,1.8,13.6,0.0,25.0,1.0,0.0,3.24,184.96,0.0,0.6,4.36911,14.2061901921,0.0,3.0,4.0
3440,3440,J.Todman,2014,1,9,14,13,27,12,JAC,4.8,1.2,0.0,1.8,9.8,0.0,23.04,1.44,0.0,3.24,96.04,0.0,1.6,3.34358,3.0400712164,0.0,3.0,4.0
3441,3441,J.Todman,2014,0,1,15,12,20,12,JAC,5.0,1.4,0.0,1.6,10.8,0.0,25.0,1.96,0.0,2.56,116.64,0.0,2.6,2.45083,0.0222516889,0.0,3.0,4.0
3442,3442,J.Todman,2014,1,12,16,21,13,12,JAC,4.6,1.8,0.0,1.6,14.4,0.0,21.16,3.24,0.0,2.56,207.36,0.0,13.6,2.22814,129.31919986,0.0,3.0,4.0
3443,3443,J.Todman,2014,0,9,17,17,23,12,JAC,17.6,2.4,0.2,1.4,10.0,0.0,309.76,5.76,0.04,1.96,100.0,0.0,15.8,2.79693,169.079829425,0.0,3.0,4.0
3444,3444,J.White,2011,0,18,11,8,35,11,BUF,13.0,4.0,0.0,0.0,0.0,0.0,169.0,16.0,0.0,0.0,0.0,0.0,0.3,2.55921,5.1040298241,0.0,3.0,4.0
3445,3445,J.White,2011,0,20,12,24,28,11,BUF,3.0,1.0,0.0,0.5,-1.5,0.0,9.0,1.0,0.0,0.25,2.25,0.0,0.2,1.84506,2.7062224036,0.0,3.0,4.0
3446,3446,J.White,2011,0,28,14,10,37,12,BUF,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.4,1.47066,1.1463128356,0.0,3.0,4.0
3447,3447,J.White,2012,1,26,2,35,17,9,BUF,2.0,0.5,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.0,0.0,0.0,1.1,3.24862,4.6165679044,0.0,3.0,4.0
3448,3448,J.White,2012,0,3,3,24,14,9,BUF,9.8,3.4,0.0,0.2,-0.6,0.0,96.04,11.56,0.0,0.04,0.36,0.0,1.5,3.917,5.841889,0.0,3.0,4.0
3449,3449,J.White,2012,1,19,4,28,52,9,BUF,7.6,2.2,0.0,0.2,-0.6,0.0,57.76,4.84,0.0,0.04,0.36,0.0,0.8,3.36651,6.5869735801,0.0,3.0,4.0
3450,3450,J.White,2014,0,26,4,14,41,9,NE,8.0,2.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,0.0,0.0,0.0,3.6,2.27096,1.7663473216,0.0,3.0,4.0
3451,3451,J.White,2014,1,5,8,51,23,10,NE,11.8,2.4,0.0,0.6,3.0,0.0,139.24,5.76,0.0,0.36,9.0,0.0,1.7,3.90704,4.8710255616,0.0,3.0,4.0
3452,3452,J.White,2014,1,17,17,9,17,12,NE,14.4,3.4,0.0,0.6,3.0,0.0,207.36,11.56,0.0,0.36,9.0,0.0,0.8,2.9658,4.69068964,0.0,3.0,4.0
3453,3453,Jz. Rodgers,2012,1,25,2,27,21,9,ATL,11.0,3.5,0.0,1.0,6.5,0.0,121.0,12.25,0.0,1.0,42.25,0.0,0.3,4.24701,15.5788879401,0.0,3.0,4.0
3454,3454,Jz. Rodgers,2012,0,28,3,27,3,9,ATL,1.5,1.5,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,12.7,5.46676,52.3197608976,0.0,3.0,4.0
3455,3455,Jz. Rodgers,2012,1,14,4,30,28,9,ATL,16.0,5.0,0.0,2.5,17.5,0.5,256.0,25.0,0.0,6.25,306.25,0.25,5.8,6.33397,0.2851239609,0.0,3.0,4.0
3456,3456,Jz. Rodgers,2012,0,24,5,24,17,10,ATL,9.0,3.0,0.0,2.0,20.0,0.0,81.0,9.0,0.0,4.0,400.0,0.0,1.2,3.34562,4.6036851844,0.0,3.0,4.0
3457,3457,Jz. Rodgers,2012,1,27,6,23,20,10,ATL,15.8,5.8,0.0,2.4,19.2,0.2,249.64,33.64,0.0,5.76,368.64,0.04,1.9,5.40629,12.2940695641,0.0,3.0,4.0
3458,3458,Jz. Rodgers,2012,0,23,8,30,17,10,ATL,11.0,4.8,0.0,2.6,20.8,0.2,121.0,23.04,0.0,6.76,432.64,0.04,8.0,4.09747,15.2297404009,0.0,3.0,4.0
3459,3459,Jz. Rodgers,2012,1,21,9,19,13,11,ATL,22.4,5.8,0.0,3.6,24.8,0.2,501.76,33.64,0.0,12.96,615.04,0.04,5.3,4.95154,0.1214243716,0.0,3.0,4.0
3460,3460,Jz. Rodgers,2012,0,15,10,27,31,11,ATL,16.0,4.4,0.0,3.4,28.4,0.0,256.0,19.36,0.0,11.56,806.56,0.0,6.2,5.92309,0.0766791481,0.0,3.0,4.0
3461,3461,Jz. Rodgers,2012,1,29,11,23,19,11,ATL,18.2,3.8,0.0,3.4,27.0,0.0,331.24,14.44,0.0,11.56,729.0,0.0,5.1,7.13207,4.1293084849,0.0,3.0,4.0
3462,3462,Jz. Rodgers,2012,0,16,12,24,23,11,ATL,20.6,4.2,0.0,4.2,32.4,0.0,424.36,17.64,0.0,17.64,1049.76,0.0,13.9,7.72954,38.0745766116,0.0,3.0,4.0
3463,3463,Jz. Rodgers,2012,1,15,13,23,13,11,ATL,30.8,5.8,0.2,4.0,34.2,0.0,948.64,33.64,0.04,16.0,1169.64,0.0,3.9,8.24286,18.8604329796,0.0,3.0,4.0
3464,3464,Jz. Rodgers,2012,0,14,14,20,30,12,ATL,27.4,5.8,0.2,3.4,29.4,0.0,750.76,33.64,0.04,11.56,864.36,0.0,6.4,4.67023,2.9921042529,0.0,3.0,4.0
3465,3465,Jz. Rodgers,2012,1,22,15,34,0,12,ATL,31.6,6.0,0.2,3.8,27.4,0.0,998.56,36.0,0.04,14.44,750.76,0.0,3.9,10.06806,38.0449641636,0.0,3.0,4.0
3466,3466,Jz. Rodgers,2012,0,6,16,31,18,12,ATL,30.8,7.6,0.2,3.2,23.6,0.0,948.64,57.76,0.04,10.24,556.96,0.0,2.5,7.69966,27.0364641156,0.0,3.0,4.0
3467,3467,Jz. Rodgers,2012,1,16,17,17,22,12,ATL,30.4,7.8,0.2,2.4,18.8,0.0,924.16,60.84,0.04,5.76,353.44,0.0,7.8,4.3889,11.63560321,0.0,3.0,4.0
3468,3468,K.Bell,2011,0,15,2,13,30,9,CHI,12.0,5.0,0.0,0.0,0.0,0.0,144.0,25.0,0.0,0.0,0.0,0.0,-0.1,5.2788,28.93148944,0.0,3.0,4.0
3469,3469,K.Bell,2011,1,14,4,34,29,10,CHI,-0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2.58379,6.6759707641,0.0,3.0,4.0
3470,3470,K.Bell,2011,1,26,13,3,10,12,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.60853,3.2093647609,0.0,3.0,4.0
3471,3471,K.Bell,2011,0,25,14,10,13,12,CHI,17.0,2.0,0.0,0.0,0.0,0.0,289.0,4.0,0.0,0.0,0.0,0.0,6.4,3.46914,8.5899403396,0.0,3.0,4.0
3472,3472,K.Bell,2011,1,31,15,14,38,12,CHI,19.4,4.8,0.0,1.0,4.8,0.0,376.36,23.04,0.0,1.0,23.04,0.0,16.8,3.77606,169.623013124,0.0,3.0,4.0
3473,3473,K.Bell,2011,0,7,16,21,35,12,CHI,27.6,5.8,0.0,2.0,13.4,0.2,761.76,33.64,0.0,4.0,179.56,0.04,11.9,4.03504,61.8575958016,0.0,3.0,4.0
3474,3474,K.Bell,2011,0,8,17,17,13,1,CHI,52.0,10.2,0.0,2.8,21.0,0.2,2704.0,104.04,0.0,7.84,441.0,0.04,6.2,8.30324,4.4236184976,2.0,3.0,0.0
3475,3475,K.Bell,2012,1,32,3,23,6,9,CHI,62.8,13.6,0.0,3.8,26.6,0.2,3943.84,184.96,0.0,14.44,707.56,0.04,3.1,9.53764,41.4432087696,2.0,2.0,0.0
3476,3476,K.Bell,2012,0,21,4,34,18,10,CHI,60.0,14.8,0.0,4.0,28.8,0.2,3600.0,219.04,0.0,16.0,829.44,0.04,1.2,16.13371,223.015694364,2.0,2.0,0.0
3477,3477,K.Bell,2012,1,29,13,7,6,12,NYJ,54.4,13.4,0.0,3.0,24.0,0.2,2959.36,179.56,0.0,9.0,576.0,0.04,-1.8,6.46404,68.2943571216,2.0,2.0,0.0
3478,3478,K.Bell,2012,0,29,16,28,13,12,CHI,41.4,10.4,0.0,2.2,15.8,0.0,1713.96,108.16,0.0,4.84,249.64,0.0,3.2,11.07027,61.9411498729,0.0,3.0,4.0
3479,3479,K.Bell,2012,0,6,17,26,24,12,CHI,23.6,8.4,0.0,1.4,8.2,0.0,556.96,70.56,0.0,1.96,67.24,0.0,1.2,6.03367,23.3643656689,0.0,3.0,4.0
3480,3480,K.Carey,2014,0,20,3,27,19,9,CHI,2.0,0.5,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,2.5117,6.30863689,0.0,3.0,4.0
3481,3481,K.Carey,2014,1,7,4,17,38,9,CHI,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,7.2,0.55039,44.2173131521,0.0,3.0,4.0
3482,3482,K.Carey,2014,0,14,5,24,31,10,CHI,36.0,7.0,0.0,0.0,0.0,0.0,1296.0,49.0,0.0,0.0,0.0,0.0,0.2,4.94748,22.5385663504,0.0,3.0,4.0
3483,3483,K.Carey,2014,0,13,6,27,13,10,CHI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,3.47626,2.4845955876,0.0,3.0,4.0
3484,3484,K.Carey,2014,1,18,7,14,27,10,CHI,19.4,4.4,0.0,0.0,0.0,0.0,376.36,19.36,0.0,0.0,0.0,0.0,0.0,3.40011,11.5607480121,0.0,3.0,4.0
3485,3485,K.Carey,2014,0,19,8,23,51,10,CHI,18.6,4.2,0.0,0.0,0.0,0.0,345.96,17.64,0.0,0.0,0.0,0.0,3.3,4.13657,0.6998493649,0.0,3.0,4.0
3486,3486,K.Carey,2014,0,7,10,14,55,11,CHI,25.2,5.2,0.0,0.0,0.0,0.0,635.04,27.04,0.0,0.0,0.0,0.0,2.4,5.11903,7.3931241409,0.0,3.0,4.0
3487,3487,K.Carey,2014,1,16,12,21,13,11,CHI,13.4,2.8,0.0,0.2,2.2,0.0,179.56,7.84,0.0,0.04,4.84,0.0,0.3,2.37172,4.2920237584,0.0,3.0,4.0
3488,3488,K.Carey,2014,0,6,13,17,34,11,CHI,13.6,3.0,0.0,0.2,2.2,0.0,184.96,9.0,0.0,0.04,4.84,0.0,1.5,2.077,0.332929,0.0,3.0,4.0
3489,3489,K.Carey,2014,1,15,15,15,31,12,CHI,11.4,2.6,0.0,0.4,3.6,0.0,129.96,6.76,0.0,0.16,12.96,0.0,4.3,1.92324,5.6489880976,0.0,3.0,4.0
3490,3490,K.Darby,2010,0,27,2,14,16,9,STL,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.27939,1.6368387721,0.0,3.0,4.0
3491,3491,K.Darby,2010,1,24,3,30,16,9,STL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.7,2.40018,86.4866520324,0.0,3.0,4.0
3492,3492,K.Darby,2010,1,31,4,20,3,10,STL,24.5,7.0,0.5,0.5,4.0,0.0,600.25,49.0,0.25,0.25,16.0,0.0,8.0,5.74618,5.0797045924,0.0,3.0,4.0
3493,3493,K.Darby,2010,0,6,5,6,44,10,STL,0.5,1.0,0.0,1.0,9.5,0.5,0.25,1.0,0.0,1.0,90.25,0.25,1.7,3.26383,2.4455642689,0.0,3.0,4.0
3494,3494,K.Darby,2010,0,16,7,17,18,10,STL,13.2,4.4,0.2,0.8,6.0,0.2,174.24,19.36,0.04,0.64,36.0,0.04,3.8,2.98637,0.6619937769,0.0,3.0,4.0
3495,3495,K.Darby,2010,1,14,8,20,10,10,STL,16.6,5.0,0.2,1.0,9.8,0.2,275.56,25.0,0.04,1.0,96.04,0.04,0.6,4.28104,13.5500554816,0.0,3.0,4.0
3496,3496,K.Darby,2010,0,30,10,20,23,11,STL,16.8,4.8,0.2,1.2,10.8,0.2,282.24,23.04,0.04,1.44,116.64,0.04,0.6,3.11813,6.3409786969,0.0,3.0,4.0
3497,3497,K.Darby,2010,0,25,12,36,33,11,STL,7.0,2.0,0.0,1.2,10.4,0.2,49.0,4.0,0.0,1.44,108.16,0.04,6.4,3.28832,9.6825524224,0.0,3.0,4.0
3498,3498,K.Darby,2010,0,29,13,19,6,12,STL,7.6,2.0,0.2,0.8,6.6,0.0,57.76,4.0,0.04,0.64,43.56,0.0,1.2,2.75977,2.4328824529,0.0,3.0,4.0
3499,3499,K.Darby,2010,1,30,16,25,17,12,STL,6.8,2.2,0.2,0.8,6.4,0.0,46.24,4.84,0.04,0.64,40.96,0.0,-0.1,2.92451,9.1476607401,0.0,3.0,4.0
3500,3500,K.Darby,2010,0,31,17,6,16,1,STL,3.0,1.4,0.2,1.0,2.4,0.0,9.0,1.96,0.04,1.0,5.76,0.0,0.7,2.67553,3.9027187809,0.0,3.0,4.0
3501,3501,K.Davis,2013,1,21,2,17,16,9,KC,6.0,2.0,0.0,0.5,2.5,0.0,36.0,4.0,0.0,0.25,6.25,0.0,0.0,1.76785,3.1252936225,0.0,3.0,4.0
3502,3502,K.Davis,2013,0,23,3,26,16,9,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.70758,3.2127694564,0.0,3.0,4.0
3503,3503,K.Davis,2013,1,22,4,31,7,9,KC,12.5,3.0,0.0,0.0,0.0,0.0,156.25,9.0,0.0,0.0,0.0,0.0,0.2,4.51818,18.6466785124,0.0,3.0,4.0
3504,3504,K.Davis,2013,0,12,5,26,17,10,KC,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.2,2.20723,4.0289722729,0.0,3.0,4.0
3505,3505,K.Davis,2013,1,27,6,24,7,10,KC,8.2,2.4,0.0,0.2,1.0,0.0,67.24,5.76,0.0,0.04,1.0,0.0,-2.1,2.92113,25.2117464769,0.0,3.0,4.0
3506,3506,K.Davis,2013,1,9,7,17,16,10,KC,5.8,1.6,0.0,0.2,-0.2,0.0,33.64,2.56,0.0,0.04,0.04,0.0,0.5,1.39039,0.7927943521,0.0,3.0,4.0
3507,3507,K.Davis,2013,1,3,8,23,17,10,KC,6.8,2.0,0.0,0.2,-0.2,0.0,46.24,4.0,0.0,0.04,0.04,0.0,2.5,1.49445,1.0111308025,0.0,3.0,4.0
3508,3508,K.Davis,2013,0,17,9,23,13,11,KC,4.4,1.4,0.0,0.4,2.2,0.0,19.36,1.96,0.0,0.16,4.84,0.0,0.0,1.4386,2.06956996,0.0,3.0,4.0
3509,3509,K.Davis,2013,0,25,11,17,27,11,KC,4.0,1.2,0.0,0.4,2.2,0.0,16.0,1.44,0.0,0.16,4.84,0.0,2.4,1.05068,1.8206644624,0.0,3.0,4.0
3510,3510,K.Davis,2013,1,28,12,38,41,11,KC,6.2,1.6,0.0,0.6,4.4,0.0,38.44,2.56,0.0,0.36,19.36,0.0,0.3,3.13363,8.0294589769,0.0,3.0,4.0
3511,3511,K.Davis,2013,1,25,13,28,35,12,KC,6.8,1.8,0.0,0.4,4.6,0.0,46.24,3.24,0.0,0.16,21.16,0.0,3.8,1.43002,5.6168052004,0.0,3.0,4.0
3512,3512,K.Davis,2013,0,24,14,45,10,12,KC,9.8,1.6,0.0,0.8,8.2,0.0,96.04,2.56,0.0,0.64,67.24,0.0,10.7,3.13188,57.2764403344,0.0,3.0,4.0
3513,3513,K.Davis,2013,0,27,15,56,31,12,KC,13.2,3.2,0.2,0.8,9.2,0.0,174.24,10.24,0.04,0.64,84.64,0.0,10.2,6.16439,16.2861480721,0.0,3.0,4.0
3514,3514,K.Davis,2013,1,10,16,7,23,12,KC,20.0,5.0,0.4,1.2,10.8,0.0,400.0,25.0,0.16,1.44,116.64,0.0,-3.8,3.90852,59.4212805904,0.0,3.0,4.0
3515,3515,K.Davis,2013,0,28,17,24,27,12,KC,17.8,4.6,0.4,1.0,8.6,0.0,316.84,21.16,0.16,1.0,73.96,0.0,20.6,4.81261,249.241683012,0.0,3.0,4.0
3516,3516,K.Davis,2014,1,12,1,10,26,9,KC,33.4,9.8,0.8,1.4,9.6,0.0,1115.56,96.04,0.64,1.96,92.16,0.0,0.6,5.15527,20.7504847729,0.0,3.0,4.0
3517,3517,K.Davis,2014,0,25,2,17,24,9,KC,30.0,9.8,0.8,1.2,6.6,0.0,900.0,96.04,0.64,1.44,43.56,0.0,20.5,6.18387,204.951578177,0.0,3.0,4.0
3518,3518,K.Davis,2014,0,18,3,34,15,9,KC,39.8,12.0,1.0,2.2,8.4,0.0,1584.04,144.0,1.0,4.84,70.56,0.0,15.2,12.14594,9.3272824836,0.0,3.0,4.0
3519,3519,K.Davis,2014,1,19,4,41,14,9,KC,59.4,16.6,1.0,1.8,6.8,0.0,3528.36,275.56,1.0,3.24,46.24,0.0,11.9,12.75412,0.7295209744,2.0,2.0,0.0
3520,3520,K.Davis,2014,0,30,5,17,22,10,KC,80.4,19.6,1.0,2.0,9.2,0.0,6464.16,384.16,1.0,4.0,84.64,0.0,0.6,11.15314,111.36876386,2.0,2.0,3.0
3521,3521,K.Davis,2014,0,28,7,23,20,10,KC,65.4,14.6,0.6,1.6,8.2,0.0,4277.16,213.16,0.36,2.56,67.24,0.0,3.6,8.11123,20.3511961129,2.0,2.0,0.0
3522,3522,K.Davis,2014,1,32,8,34,7,10,KC,69.8,16.4,0.6,1.6,9.8,0.0,4872.04,268.96,0.36,2.56,96.04,0.0,10.9,14.48056,12.8204099136,2.0,2.0,0.0
3523,3523,K.Davis,2014,1,20,9,24,10,11,KC,63.8,15.2,0.4,0.4,4.6,0.0,4070.44,231.04,0.16,0.16,21.16,0.0,0.9,11.58614,114.1935881,2.0,2.0,0.0
3524,3524,K.Davis,2014,0,17,10,17,13,11,KC,39.2,9.4,0.2,0.4,4.6,0.0,1536.64,88.36,0.04,0.16,21.16,0.0,-1.4,5.57537,48.6557866369,0.0,3.0,4.0
3525,3525,K.Davis,2014,1,31,11,24,20,11,KC,18.0,7.0,0.2,0.4,3.2,0.0,324.0,49.0,0.04,0.16,10.24,0.0,7.8,5.13376,7.1088357376,0.0,3.0,4.0
3526,3526,K.Davis,2014,0,27,12,20,24,11,KC,18.8,7.6,0.4,0.6,4.8,0.0,353.44,57.76,0.16,0.36,23.04,0.0,0.2,4.85075,21.6294755625,0.0,3.0,4.0
3527,3527,K.Davis,2014,1,25,13,16,29,11,KC,14.2,6.0,0.4,0.4,2.6,0.0,201.64,36.0,0.16,0.16,6.76,0.0,0.0,4.78852,22.9299237904,0.0,3.0,4.0
3528,3528,K.Davis,2014,0,29,14,14,17,12,KC,4.4,2.8,0.2,0.4,2.6,0.0,19.36,7.84,0.04,0.16,6.76,0.0,0.7,2.57065,3.4993314225,0.0,3.0,4.0
3529,3529,K.Davis,2014,1,27,15,31,13,12,KC,3.4,2.4,0.2,1.0,3.2,0.0,11.56,5.76,0.04,1.0,10.24,0.0,20.1,2.75843,300.730050065,0.0,3.0,4.0
3530,3530,K.Davis,2014,0,4,16,12,20,12,KC,5.4,3.4,0.4,1.0,16.2,0.2,29.16,11.56,0.16,1.0,262.44,0.04,1.1,2.79746,2.8813704516,0.0,3.0,4.0
3531,3531,K.Davis,2014,1,28,17,19,7,12,KC,3.8,2.8,0.2,1.0,16.4,0.2,14.44,7.84,0.04,1.0,268.96,0.04,2.3,3.16193,0.7429233249,0.0,3.0,4.0
3532,3532,K.Faulk,2010,0,20,2,14,28,9,NE,11.5,1.5,0.0,2.0,23.5,0.0,132.25,2.25,0.0,4.0,552.25,0.0,3.7,3.49037,0.0439447369,0.0,3.0,4.0
3533,3533,K.Faulk,2011,0,4,8,17,25,10,NE,11.0,2.5,0.0,1.0,7.5,0.0,121.0,6.25,0.0,1.0,56.25,0.0,5.2,2.27801,8.5380255601,0.0,3.0,4.0
3534,3534,K.Faulk,2011,0,20,10,37,16,11,NE,16.0,3.0,0.0,2.5,10.0,0.0,256.0,9.0,0.0,6.25,100.0,0.0,0.8,4.46181,13.4088524761,0.0,3.0,4.0
3535,3535,K.Faulk,2011,0,23,12,38,20,11,NE,4.0,2.5,0.0,0.0,0.0,0.0,16.0,6.25,0.0,0.0,0.0,0.0,0.0,3.44573,11.8730552329,0.0,3.0,4.0
3536,3536,K.Faulk,2011,1,10,13,31,24,12,NE,17.0,3.8,0.0,2.2,16.4,0.0,289.0,14.44,0.0,4.84,268.96,0.0,1.8,4.09238,5.2550060644,0.0,3.0,4.0
3537,3537,K.Faulk,2011,0,24,14,34,27,12,NE,13.4,3.6,0.0,1.6,9.6,0.0,179.56,12.96,0.0,2.56,92.16,0.0,1.2,2.7212,2.31404944,0.0,3.0,4.0
3538,3538,K.Faulk,2011,0,25,15,41,23,12,NE,11.2,3.2,0.0,1.4,6.8,0.0,125.44,10.24,0.0,1.96,46.24,0.0,0.1,5.52582,29.4395226724,0.0,3.0,4.0
3539,3539,K.Faulk,2011,1,18,16,27,24,12,NE,5.0,2.2,0.0,0.4,2.8,0.0,25.0,4.84,0.0,0.16,7.84,0.0,0.0,2.02353,4.0946736609,0.0,3.0,4.0
3540,3540,K.Hunter,2011,1,21,2,24,27,9,SF,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.69465,7.2611386225,0.0,3.0,4.0
3541,3541,K.Hunter,2011,0,2,3,13,8,9,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1.80381,63.9390545161,0.0,3.0,4.0
3542,3542,K.Hunter,2011,0,23,4,24,23,10,SF,13.0,4.5,0.5,1.0,6.0,0.0,169.0,20.25,0.25,1.0,36.0,0.0,10.0,5.70743,18.4261572049,0.0,3.0,4.0
3543,3543,K.Hunter,2011,1,16,5,48,3,10,SF,19.0,4.5,0.0,1.0,31.0,0.0,361.0,20.25,0.0,1.0,961.0,0.0,6.5,9.79433,10.8526101489,0.0,3.0,4.0
3544,3544,K.Hunter,2011,0,6,6,25,19,10,SF,26.6,5.8,0.2,0.8,14.8,0.0,707.56,33.64,0.04,0.64,219.04,0.0,3.3,3.75001,0.2025090001,0.0,3.0,4.0
3545,3545,K.Hunter,2011,1,3,8,20,10,10,SF,32.4,7.0,0.2,0.8,14.8,0.0,1049.76,49.0,0.04,0.64,219.04,0.0,2.6,4.82388,4.9456422544,0.0,3.0,4.0
3546,3546,K.Hunter,2011,0,24,9,19,11,11,SF,37.6,7.6,0.2,0.8,14.8,0.0,1413.76,57.76,0.04,0.64,219.04,0.0,2.5,4.7811,5.20341721,0.0,3.0,4.0
3547,3547,K.Hunter,2011,1,22,10,27,20,11,SF,37.4,7.4,0.0,0.4,12.4,0.0,1398.76,54.76,0.0,0.16,153.76,0.0,10.4,5.473,24.275329,0.0,3.0,4.0
3548,3548,K.Hunter,2011,1,29,11,23,7,11,SF,37.8,6.8,0.2,0.2,0.8,0.0,1428.84,46.24,0.04,0.04,0.64,0.0,4.2,5.07974,0.7739424676,0.0,3.0,4.0
3549,3549,K.Hunter,2011,0,1,12,6,16,11,SF,30.2,7.2,0.2,0.4,3.8,0.0,912.04,51.84,0.04,0.16,14.44,0.0,2.7,3.69396,0.9879564816,0.0,3.0,4.0
3550,3550,K.Hunter,2011,1,32,13,26,0,12,SF,26.4,6.4,0.2,0.6,6.4,0.0,696.96,40.96,0.04,0.36,40.96,0.0,2.8,5.31982,6.3494928324,0.0,3.0,4.0
3551,3551,K.Hunter,2011,0,29,14,19,21,12,SF,22.0,6.8,0.2,1.0,11.2,0.0,484.0,46.24,0.04,1.0,125.44,0.0,3.9,3.23935,0.4364584225,0.0,3.0,4.0
3552,3552,K.Hunter,2011,1,4,15,20,3,12,SF,21.0,6.8,0.2,1.4,15.0,0.0,441.0,46.24,0.04,1.96,225.0,0.0,2.6,4.24448,2.7043144704,0.0,3.0,4.0
3553,3553,K.Hunter,2011,0,31,16,19,17,12,SF,13.4,6.0,0.0,1.6,19.0,0.0,179.56,36.0,0.0,2.56,361.0,0.0,8.4,4.39061,16.0752081721,0.0,3.0,4.0
3554,3554,K.Hunter,2011,0,32,17,34,27,1,SF,22.6,6.2,0.0,1.6,18.2,0.0,510.76,38.44,0.0,2.56,331.24,0.0,8.7,7.13649,2.4445635201,0.0,3.0,4.0
3555,3555,K.Hunter,2012,0,7,1,30,22,9,SF,35.0,8.6,0.0,1.8,17.8,0.0,1225.0,73.96,0.0,3.24,316.84,0.0,4.1,6.40536,5.3146847296,0.0,3.0,4.0
3556,3556,K.Hunter,2012,1,6,2,27,19,9,SF,42.4,9.4,0.0,1.4,13.0,0.0,1797.76,88.36,0.0,1.96,169.0,0.0,2.4,8.95067,42.9112774489,0.0,3.0,4.0
